0.000,0.640,0.640,0.000,0.320,0.000,0.000,0.000,0.000,0.000,0.000,0.640,0.000,0.000,0.000,0.320,0.000,1.290,1.930,0.000,0.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.778,0.000,0.000,3.756,61.000,278.000
0.000,0.640,0.640,0.000,0.320,0.000,0.000,0.000,0.000,0.000,0.000,0.640,0.000,0.000,0.000,0.320,0.000,1.290,1.930,0.000,0.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.778,0.000,0.000,3.756,61.000,278.000
0.000,0.640,0.640,0.000,0.320,0.000,0.000,0.000,0.000,0.000,0.000,0.640,0.000,0.000,0.000,0.320,0.000,1.290,1.930,0.000,0.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.778,0.000,0.000,3.756,61.000,278.000
0.000,0.640,0.640,0.000,0.320,0.000,0.000,0.000,0.000,0.000,0.000,0.640,0.000,0.000,0.000,0.320,0.000,1.290,1.930,0.000,0.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.778,0.000,0.000,3.756,61.000,278.000
0.000,0.000,0.000,0.000,0.630,0.000,0.310,0.630,0.310,0.630,0.310,0.310,0.310,0.000,0.000,0.310,0.000,0.000,3.180,0.000,0.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.135,0.000,0.135,0.000,0.000,3.537,40.000,191.000
0.000,0.640,0.640,0.000,0.320,0.000,0.000,0.000,0.000,0.000,0.000,0.640,0.000,0.000,0.000,0.320,0.000,1.290,1.930,0.000,0.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.778,0.000,0.000,3.756,61.000,278.000
0.000,0.640,0.640,0.000,0.320,0.000,0.000,0.000,0.000,0.000,0.000,0.640,0.000,0.000,0.000,0.320,0.000,1.290,1.930,0.000,0.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.778,0.000,0.000,3.756,61.000,278.000
0.210,0.280,0.500,0.000,0.140,0.280,0.210,0.070,0.000,0.940,0.210,0.790,0.650,0.210,0.140,0.140,0.070,0.280,3.470,0.000,1.590,0.000,0.430,0.430,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.132,0.000,0.372,0.180,0.048,5.114,101.000,1028.000
0.150,0.000,0.460,0.000,0.610,0.000,0.300,0.000,0.920,0.760,0.760,0.920,0.000,0.000,0.000,0.000,0.000,0.150,1.230,3.530,2.000,0.000,0.000,0.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.271,0.000,0.181,0.203,0.022,9.744,445.000,1257.000
0.150,0.000,0.460,0.000,0.610,0.000,0.300,0.000,0.920,0.760,0.760,0.920,0.000,0.000,0.000,0.000,0.000,0.150,1.230,3.530,2.000,0.000,0.000,0.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.271,0.000,0.181,0.203,0.022,9.744,445.000,1257.000
